,pid,lname,fname,birthcity,birthcountry,coach,birthdate,age,nationality,height,weight,playhand,backhand,proyear,active
1842,s0e4,Schlageter,Justin,,,,2001-03-09,22,Germany,,,U,0,,A
1843,s0vg,Sharma,Aman,Mineola,New York,,2003-10-15,20,United States,175,70,R,2,,A
1844,s0v9,Shyovitz,Eyal,,,,2004-07-13,19,Israel,,,U,0,,A
1845,s0sq,Stanke,Cedric,,,,1998-10-02,25,Germany,,,U,0,,A
1846,s0yr,Steveker,Piet,,,,2004-10-18,19,Germany,,,U,0,,A
1847,t0e9,Terziev,Simeon,,,,2002-10-06,21,Bulgaria,,,U,0,,A
1848,t0cn,Torres,Tiago,,,,2002-07-08,21,Portugal,,,U,0,,A
1849,t0j1,Trkulja,Sasha,,,,2002-12-16,21,Canada,,,U,0,,A
1850,v0g3,Verdes,Eric David,,,,2004-04-01,19,Romania,,,U,0,,A
1851,v0hl,Vuglar,Luka,,,,2004-08-02,19,Australia,,,U,0,,A
1852,w0ey,Wang,Kai-I,,,,2004-07-24,19,Chinese Taipei,,,U,0,,A
1853,w0dp,Weekes,Jaden,,,,2004-08-29,19,Canada,183,77,L,2,,A
1854,y211,Yu,Ching-Mou,Taipei,Taiwan,,1995-04-02,28,Chinese Taipei,188,73,R,2,,A
1855,a0g9,Ahti,Vesa,,,,1999-05-31,24,Finland,,,U,0,,A
1856,a0gb,Ajavon,Liova,,,,1999-06-17,24,Togo,,,U,0,,A
1857,a0av,Aleshchev,Alexey,Moscow,Russia,,1998-12-28,25,Russia,,,R,2,,A
1858,a0jl,Alvarez Sarmiento,Mateo Luis,,,,2005-02-23,19,Spain,,,U,0,,A
1859,a0i9,Ambarzumjan,Edison,,,,1996-07-31,27,Germany,,,U,0,,A
1860,a0jr,Arsic,Niksa,,,,2004-09-26,19,Serbia,,,U,0,,A
1861,bm08,Baldoni,Stefano,,,,1997-08-26,26,Italy,,,U,0,,A
1862,b0lt,Bancalari,Alejandro,,,,2004-01-12,20,Chile,,,R,2,,A
1863,b0is,Bancila,Alex,,,,2000-03-08,23,United States,,,U,0,,A
1864,b0ph,Bilardo,Jacopo,,,,2004-11-04,19,Italy,183,66,R,0,,A
1865,bk43,Bogo,Enrique,,,,1995-07-24,28,Brazil,185,75,R,2,,A
1866,b0qw,Boika,Leanid,,,Ilya Drozdov,2004-12-02,19,United States,188,82,R,2,,A
1867,b0sq,Bolin,Markus,,,,2001-07-06,22,Sweden,,,U,0,,A
1868,b0ei,Bramajo,Santiago,,,,2000-11-07,23,Argentina,,,U,0,,A
1869,b0i7,Bruce,Connor,,,,2001-09-27,22,United States,,,U,0,,A
1870,b0lo,Bueres,Matheus,,,,2003-05-30,20,Brazil,,,,0,,A
1871,ce15,Cavero,Jorge,,,,1992-04-01,31,Peru,,,U,0,,A
1872,c0fj,Ciric,Aleksa,,,,2000-06-21,23,Serbia,,,U,0,,A
1873,c0mv,Cizek,Jiri,,,,2005-08-21,18,Czech Republic,,,U,0,,A
1874,c0nr,Costanzi De Brito,Henrique,,,,2005-05-21,18,Brazil,,,U,0,,A
1875,c0b8,Cucka,Konstantin,,,Boris Cucka,2002-06-03,21,Germany,188,70,R,2,,A
1876,c0nc,Czaplinski,Tommy,,,,2004-09-18,19,United States,,,U,0,,A
1877,d0cf,Danilov,Savriyan,,,Alexander Kuznetsov,2000-06-03,23,Russia,188,82,R,2,,A
1878,e757,Ehara,Hiroyasu,,,,1991-06-18,32,Japan,,,U,0,,A
1879,g0mi,Ganesan,Adhithya,,,,2005-10-24,18,United States,,,U,0,,A
1880,g0lw,Ghavam,Amirali,,,,2006-04-07,17,Iran,,,U,0,,A
1881,g0n4,Giorgadze,Giorgi,,,,2003-02-21,21,Georgia,,,U,0,,A
1882,g0j7,Gonzalez Fitzmaurice,Eugenio,,,,2003-04-06,20,United States,,,U,0,,A
1883,h0dq,Hernandez,Carles,,,Francisco Jose Penalva,2001-04-25,22,Spain,175,72,R,2,,A
1884,h0dk,Herrero,Nicolas,,,,2002-08-31,21,Spain,,,,0,,A
1885,h0gz,Hodzic,Alen Moritz,,,,2002-06-06,21,Germany,,,U,0,,A
1886,h0hr,Huens,Harold,,,,2002-05-03,21,Belgium,,,U,0,,A
1887,j417,Jauregui Sainz de Rozas,Rodolfo,,,,1993-10-02,30,Mexico,,,U,0,,A
1888,j0dh,Ji,Zhengqing,,,,2005-08-05,18,China,,,U,0,,A
1889,kc89,Kim,Jae Hwan,,,,1994-09-23,29,South Korea,183,85,L,2,,A
1890,l0kj,Laborde,Arthur,,,,2004-06-03,19,Switzerland,,,U,0,,A
1891,l0cd,Lagaev,Nick,,,Eddie Miron,2001-04-23,22,Canada,185,75,R,2,,A
1892,m0r4,Martin Manzano,Juan Cruz,,,,2004-12-15,19,Italy,,,L,0,,A
1893,m0qt,Massacri,Benito,,,,2003-06-27,20,Italy,,,R,0,,A
1894,m0uq,Mazzola,Filippo,,,,2005-05-02,18,Italy,,,U,0,,A
1895,mw03,Menichella,Stefan,,,,1994-11-21,29,United States,193,95,R,2,,A
1896,m0nk,Mikovic,Milos,,,,2005-05-24,18,Serbia,,,U,0,,A
1897,m0t6,Moreno,Alejandro,,,,2002-09-24,21,United States,,,U,0,,A
1898,n0dh,Novakovic,Novak,,,,2001-02-10,23,Serbia,,,U,0,,A
1899,p0c9,Pang,Renlong,,,,2000-07-12,23,China,,,,0,,A
1900,p0ka,Pankin,Semen,,,,1999-09-04,24,Russia,,,U,0,,A
1901,p0f0,Papa,Christopher,,,,2001-04-24,22,United States,,,U,0,,A
1902,p0kg,Pavlenko,Philipp,,,,2001-10-14,22,Germany,,,U,0,,A
1903,p0ld,Peiro Serrano,Alvaro,,,,2004-03-16,19,Spain,,,R,0,,A
1904,p0hs,Petrovic,Luka,,,,2002-11-26,21,Great Britain,,,U,0,,A
1905,p0dl,Poritzky,Elijah,,,Sam Jalloh,2003-08-12,20,United States,185,81,L,2,,A
1906,p0c4,Pourroy,Loris,,,,2001-01-01,23,France,,,U,0,,A
1907,ph19,Prabodh,Suraj R,Bangalore,India,M. Renukananda Prabodh,1995-01-08,29,India,188,79,R,1,,A
1908,r0he,Regas Luis,Nil,,,,2000-06-25,23,Spain,,,U,0,,A
1909,r0b3,Rispoli,Nicola,,,,1997-07-31,26,Italy,,,U,0,,A
1910,r862,Rungkat,Christopher,Jakarta,Indonesia,Robert Davis,1990-01-14,34,Indonesia,175,68,R,2,2007,A
1911,s09b,Scaglia,Mathieu,,,Alexandre Rueda,1998-11-23,25,France,180,80,R,2,,A
1912,s0se,Schinteie,Gheorghe Claudiu,,,,2002-03-13,21,Romania,,,U,0,,A
1913,sz29,Sibanda,Mehluli Don Ayanda,Bulawayo,Zimbabwe,,1999-11-06,24,Zimbabwe,173,70,R,2,,A
1914,s0vw,Sobbe,Luca Matteo,,,,2001-10-28,22,Germany,,,U,0,,A
1915,t0hd,Tapiro,Itamar,,,,2004-12-15,19,Israel,,,U,0,,A
1916,te58,Thompkins,Jared,,,,1996-05-06,27,United States,193,76,L,0,,A
1917,t0if,Thompson,William Chase,,,,2004-05-06,19,United States,,,U,0,,A
1918,v0fd,Vaitiekunas,Pijus,,,,2003-02-27,20,Lithuania,,,U,0,,A
1919,v0b5,Vojinovic,Lazar,,,,1999-03-15,24,Serbia,,,U,0,,A
1920,v0dr,Vu,Ha Minh Duc,,,,2003-05-13,20,Vietnam,,,U,0,,A
1921,x01d,Xu,Kuang Qing,,,,2006-06-18,17,Canada,,,U,0,,A
1922,y09d,Yadav,Yash,,,,1999-08-05,24,India,,,R,2,,A
1923,z0cm,Zeitune,Gonzalo,,,,2005-05-23,18,Argentina,,,U,0,,A
1924,z09n,Zeljenka,Martin,,,,1998-02-12,26,Hungary,,,U,0,,A
1925,a0ix,Andrejic,Marko,,,,2003-01-26,21,Austria,,,U,0,,A
1926,b09p,Badi,Amir Hossein,,,,1998-12-09,25,Iran,,,U,0,,A
1927,b0al,Benaim,Max,,,,1998-05-14,25,Great Britain,,,U,0,,A
1928,b0oy,Berti,Marco,,,,2005-02-10,19,Italy,,,U,0,,A
1929,b0mw,Bhangdia,Jake,,,,1997-11-11,26,United States,183,77,R,0,,A
1930,b0of,Bill,Alen,,,,2003-05-03,20,Croatia,,,U,0,,A
1931,b0a1,Borisiouk,Martin,,,,2000-07-04,23,Belarus,191,82,R,2,,A
1932,b0g9,Bronzetti,Alberto,,,,1998-05-05,25,Italy,,,U,0,,A
1933,c0o4,Cavallo,Fernando,,,,2005-12-13,18,Argentina,,,U,0,,A
1934,c0nb,Cina,Federico,,,,2007-03-30,16,Italy,,,R,2,,A
1935,d0l8,Derepasko,Timofei,,,,2007-01-07,17,Russia,,,U,0,,A
1936,da67,Donati,Matteo,Alessandria,Italy,Massimo Puci,1995-02-28,28,Italy,185,74,R,2,2013,A
1937,d0hn,Dudun,Igor,,,,1998-12-17,25,Ukraine,,,U,0,,A
1938,e0ay,Elamin,Ammar,,,Mohamed Elamin,2002-06-19,21,Ireland,185,80,R,2,,A
1939,f0dw,Ferri,Lorenzo,,,,2004-01-28,20,Italy,,,,0,,A
1940,f0hr,Forcano,Ignasi,,,,1999-10-26,24,Spain,,,U,0,,A
1941,g0fh,Garcia Mestre,Jordi,,,Jose Maria Arenas,2002-10-22,21,Spain,178,75,R,1,,A
1942,g0mq,Gaxherri,Syl,,,Herbert Rosenkranz,2004-10-22,19,Austria,185,80,R,2,,A
1943,g0l1,Goity Zapico,Segundo,,,,2005-08-12,18,Argentina,,,U,0,,A
1944,g0j6,Goldberg Alviani,Nicolas Rafael,,,,2002-10-10,21,Spain,180,76,R,2,,A
1945,g0mb,Grzegorzewski,Oskar,,,,2005-02-14,19,Poland,,,,0,,A
1946,h0hl,Hartig,Ruben,,,,2002-09-02,21,Germany,,,U,0,,A
1947,h0bk,Horvat,Roko,,,Alan Mari,2001-03-30,22,Croatia,191,80,R,2,,A
1948,i0as,Ibragimov,Daniel,,,Kesarev A.O,2002-07-03,21,Russia,180,83,R,2,,A
1949,k0fz,Karakachian,Gonzalo Ariel,,,,2000-12-03,23,Argentina,173,80,R,2,,A
1950,lh92,Loccisano,Benjamin,,,,1997-03-08,26,Germany,,,U,0,,A
1951,m0kz,Marquiselli,Victorio,,,,2002-09-11,21,Argentina,,,U,0,,A
1952,ml59,Martinez,Mateo Nicolas,,,,1994-03-05,29,Argentina,,,R,0,,A
1953,m0qq,Martinez,Tomas,,,,2003-08-24,20,Argentina,,,,0,,A
1954,m0s2,Meszaros,Patrik,,,,2005-09-20,18,Hungary,,,U,0,,A
1955,m0qs,Mischker,Felix,,,,2003-06-27,20,Great Britain,183,80,R,0,,A
1956,n0dd,Nadal,Joan,,,,2004-04-28,19,Spain,,,,0,,A
1957,n0aj,Ng,Ki Lung,,,,2001-08-01,22,Hong Kong,,,R,2,,A
1958,o636,Ortiz,Oscar Gabriel,,,,1997-09-24,26,Argentina,,,U,0,,A
1959,p0k5,Papamalamis,Theo,,,Alexis PAPAMALAMIS ,2006-01-09,18,France,183,82,R,2,,A
1960,p0i5,Parisca Romera,Ignacio,,,,2005-08-20,18,Venezuela,,,,0,,A
1961,p0iv,Ponchet,Matt,,,,2004-06-22,19,France,196,78,L,1,,A
1962,r0ay,Ramskogler,Gregor,,,,1998-12-05,25,Austria,,,U,0,,A
1963,r0bf,Ribero,Franco,,,javier vittar,1999-09-09,24,Argentina,188,82,R,2,,A
1964,r0dp,Ryan Ziegann,Sam,,,,1998-07-25,25,Australia,191,78,R,2,,A
1965,s0e0,Sanghera,Tiran,,,,1998-12-28,25,Great Britain,183,81,R,2,,A
1966,s0o5,Simoes,Martim,,,,2003-12-02,20,Portugal,,,U,0,,A
1967,s0h1,Staeheli,Luca,,,,2000-03-08,23,Switzerland,180,86,R,2,,A
1968,v0gh,Videhult,Linus,,,Daniel Berta,2003-03-13,20,Sweden,183,77,R,2,,A
1969,y166,Yazdi,Hesam,,,,1993-02-21,31,Iran,,,U,0,,A
1970,z0az,Zheng,Yanjie,,,,2000-06-21,23,China,,,U,0,,A
1971,a0kf,Alkotop,Mohammad,,,,2005-03-16,18,Jordan,,,R,2,,A
1972,b0fp,Baiant,Razvan,,,,2000-09-17,23,Canada,,,U,0,,A
1973,b0lp,Barr,Elbert,,,,2002-05-27,21,Great Britain,191,77,R,0,,A
1974,b0tj,Baumgartner,Sam Kydd,,,,2004-06-18,19,Switzerland,,,U,0,,A
1975,b0jf,Bojarski,Alan,,,Pawel Bojarski,2003-07-22,20,Poland,185,75,R,2,,A
1976,c0g2,Chaurasia,Yash,,,Ratan Prakash Sharma,2001-12-09,22,India,175,70,R,2,,A
1977,c0dv,Chiu,Jordan,,,,2000-12-15,23,United States,,,U,0,,A
1978,d0eg,Darras,Mayeul,,,,1999-02-01,25,France,,,R,0,,A
1979,dc99,De Rueda De Genover,Ignasi,Barcelona,Spain,,1998-02-11,26,Spain,183,75,R,2,,A
1980,d0j9,Deflandre,Leo,,,,2002-02-12,22,France,,,U,0,,A
1981,d0l9,Degabriele,Alex,,,,2004-10-02,19,Malta,,,U,0,,A
1982,e0d3,Elyasi,Samyar,,,,2004-11-18,19,Iran,,,U,0,,A
1983,e0bg,Emesz,Benedikt,,,,2001-12-05,22,Austria,,,U,0,,A
1984,f0f9,Fumagalli,Filiberto,,,,2002-06-28,21,Italy,,,R,0,,A
1985,g0ev,Galfinger,Rostislav,,,,2002-11-12,21,Kazakhstan,,,U,0,,A
1986,g0b7,Gschwendtner,Jeremy,,,,1998-08-21,25,Great Britain,,,U,0,,A
1987,i0b6,Inchauspe,Paul,,,,2004-02-25,20,France,,,R,2,,A
1988,j0cn,Jurajda,Adam,,,,2003-05-17,20,Czech Republic,,,U,0,,A
1989,k0i7,Kamrowski,Marcel,,,,2003-03-28,20,Poland,,,R,0,,A
1990,l0cu,Luis,Tomas,,,,2002-03-13,21,Portugal,,,U,0,,A
1991,m0d8,Maulenov,Timur,,,,2000-05-30,23,Kazakhstan,,,U,0,,A
1992,m0u1,Milushev,Amir,,,,2005-06-18,18,Uzbekistan,,,R,0,,A
1993,m0qy,Mruzek,Stepan,,,,2004-11-18,19,Czech Republic,,,U,0,,A
1994,p0gd,Piatti,Rocco,,,,2004-08-02,19,Monaco,,,U,0,,A
1995,q02d,Quayle,David,,,,2000-06-04,23,Great Britain,,,U,0,,A
1996,s0ki,Simon,Sahar,,,,2001-02-13,23,Israel,,,U,0,,A
1997,s0gg,Suresh,Darrshan,,,,2001-02-07,23,Malaysia,,,U,0,,A
1998,t0i0,Timini,Andreas,,,,2006-06-26,17,Cyprus,,,U,0,,A
1999,t0en,Trismuwantara,Gunawan,,,,2003-01-09,21,Indonesia,,,U,0,,A
2000,v0et,Vasiliauskas,Matas,,,,2002-03-29,21,Lithuania,,,U,0,,A
2001,wa96,Wojcik,Jakub,,,,1997-10-12,26,United States,,,U,0,,A
2002,y09e,Yu,Bingyu,,,,1999-02-18,25,China,,,U,0,,A
2003,a714,Alvarado,Patricio,,,,1989-10-06,34,Ecuador,175,73,R,2,0,A
2004,b0m5,Bajrovic,Tarik,,,,2004-12-25,19,Bosnia-Herzegovina,,,U,0,,A
2005,b0mv,Baron,Jonathan,,,,2002-09-21,21,Israel,,,U,0,,A
2006,bk69,Bruna,Esteban,Iquique,Chile,Juan Pablo Brzezicki,1995-01-19,29,Chile,183,80,L,2,,A
2007,i0ar,Inoue,Geni,,,,2003-04-15,20,Japan,173,68,R,2,,A
2008,k0cv,Khamis,Yusuf,,,,2000-02-27,23,Egypt,,,U,0,,A
2009,k0k4,Khosla,Rushil,,,,2006-04-11,17,India,,,U,0,,A
2010,l0fx,Labbene,Youssef,,,,2004-09-12,19,Tunisia,,,U,0,,A
2011,l0je,Lacides,Oscar,,,,2004-10-24,19,Guadeloupe,,,U,0,,A
2012,l0ev,Lapalu,Valentin,,,,2002-03-13,21,France,,,R,0,,A
2013,lc58,Lipovsek Puches,Tomas,,,,1993-04-17,30,Argentina,183,75,R,2,,A
2014,rh48,Respaut,Cyril,,,,1999-07-09,24,France,178,72,R,0,,A
2015,sq27,Schinas,Stephanos,,,,1997-05-13,26,Greece,,,U,0,,A
2016,sy73,Shanmugam,Abhinav Sanjeev,Chennai,India,Uday Kumar Reddy ,1998-11-15,25,India,178,69,R,2,,A
2017,s0f2,Singh,Jagmeet,,,,1996-02-26,27,India,,,L,2,,A
2018,x01e,Xu,Weitao,,,,2005-06-25,18,China,,,U,0,,A
2019,a0ip,Avcibasi,Toprak,,,,2004-05-09,19,Turkiye,,,U,0,,A
2020,dc25,De Rossi,Marco,,,,1997-06-27,26,San Marino,,,R,0,,A
2021,ea34,El Sallaly,Akram,,,,1997-11-13,26,Egypt,175,73,R,2,,A
2022,f0dd,Furlanetto,Marco,,,,2001-03-02,22,Italy,,,U,0,,A
2023,i0b3,Ibrahim,Karim,,,,2003-08-07,20,Egypt,,,U,0,,A
2024,k0ab,Kalyanpur,Adil,Bangalore,India,Vishal Uppal,2000-01-26,24,India,188,81,R,2,,A
2025,l0ig,Leal,Vitor,,,"Martin Gando, Duda Matos",1999-08-23,24,Brazil,193,90,R,2,,A
2026,l0k1,Liu,Shaoyun,,,,2002-01-27,22,China,,,U,0,,A
2027,m0j6,Mishkin,Kirill,,,,2002-10-23,21,Russia,,,U,0,,A
2028,m0um,Mokrov,Aleksei,,,Andrey Mokrov,2005-02-18,19,Russia,191,82,R,2,,A
2029,o0ca,Onofrei,Matei Cristian,,,,2005-11-25,18,Romania,,,R,0,,A
2030,s0r7,Sebesta,Jan,,,,2003-03-05,20,Switzerland,180,82,R,2,,A
2031,v948,Van Orderlain,Drew,,,,1994-06-30,29,United States,173,66,R,2,,A
2032,v09o,Van Rensburg,Sean,,,,2000-10-05,23,Australia,,,,0,,A
2033,ac39,Zayid,Mubarak Shannan,,,,1995-04-14,28,Qatar,,,R,2,,A
2034,k0c9,Kiger,Mac,,,"Randy Bloemendaal, Tripp Phillips",1998-12-19,25,United States,185,79,R,2,,A
2035,q025,Qamar,Faisal,,,,1999-07-27,24,India,,,U,0,,A
2036,w0br,Waldner,Niklas,,,,2001-09-20,22,Austria,,,U,0,,A
2037,c0bq,Cubelic,Karlo,,,Ante Cubelic,1998-01-13,26,Germany,188,77,L,2,,A
2038,d0b1,Dell'Elba,Vito,,,,1999-02-06,25,Italy,,,U,0,,A
2039,m0e9,Marchetti,Federico,,,,2000-11-24,23,Italy,0,83,R,0,,A
2040,rh87,Reddy,Rishi,,,Jorge Pinilla,1998-04-06,25,India,188,75,R,2,,A
2041,sk03,Susanto,David Agung,,,,1991-07-21,32,Indonesia,,,U,0,,A
2042,z0cv,Zheng,Zhan,,,,2003-03-10,20,China,,,U,0,,A
2043,b0qd,Barki,Nathan Anthony,,,Michael Baroch,2004-11-11,19,Indonesia,178,70,R,2,,A
2044,kg28,Khomich,Aleksei,Minsk,Belarus,Petrenko Alexey,1997-01-10,27,Belarus,191,80,R,2,,A
2045,m0nf,Martinez,Mikel,,,,2000-10-16,23,Spain,,,U,0,,A
2046,bm45,Biljesko,Domagoj,,,Tomo Bilješko ,1997-06-28,26,Croatia,191,82,R,2,,A
2047,g0k8,Gandolfi,Giammarco,,,,2004-01-24,20,Italy,178,66,R,2,,A
2048,p0mf,Park,Seungmin,,,,2005-11-02,18,South Korea,,,U,0,,A
2049,r0jo,Radojicic,Andrej,,,,2004-11-25,19,Serbia,,,U,0,,A
2050,tf57,Tresca,Giuseppe,,,Corrado Favale ,1998-06-17,25,Italy,178,75,R,2,,A
2051,f0c2,Fiorentini,Andrea,,,,2001-02-02,23,Italy,,,U,0,,A
